平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
9331     0.013284        us-ma-boston_674cca4dd6a25e2c.npz
22542    0.013282        us-pa-pittsburgh-hazelwood_ef58cf21b4095b6d.npz
18421    0.013278        us-pa-pittsburgh-hazelwood_798d96a6358954ed.npz
9577     0.013275        us-ma-boston_74b590cba6c457ac.npz
13713    0.013272        us-nv-las-vegas-strip_c71574e9bbd25daf.npz
13584    0.013269        us-nv-las-vegas-strip_b7ed9e5b97ef5839.npz
11498    0.013263        us-ma-boston_d85275b14a56525b.npz
9243     0.013263        us-ma-boston_62a3bb758c795542.npz
20052    0.013263        us-pa-pittsburgh-hazelwood_a638bf1884e7511c.npz
5320     0.013261        sg-one-north_b7092664d0235bff.npz
15660    0.013261        us-pa-pittsburgh-hazelwood_2b972f123622541f.npz
16657    0.013259        us-pa-pittsburgh-hazelwood_478d0193685d558b.npz
10732    0.013258        us-ma-boston_b0e63a54c4e5590d.npz
5821     0.013258        sg-one-north_c6b384d356c45460.npz
14609    0.013257        us-pa-pittsburgh-hazelwood_0d5b28da32475961.npz
20393    0.013257        us-pa-pittsburgh-hazelwood_b0617e0b0ba158fd.npz
10961    0.013255        us-ma-boston_bd2dcf379c72598c.npz
6918     0.013255        sg-one-north_ed269c9ab67f52d3.npz
10099    0.013254        us-ma-boston_8f70e712e3d45045.npz
17284    0.013254        us-pa-pittsburgh-hazelwood_582af08538a4507c.npz
3125     0.013249        sg-one-north_69011f437d3f535d.npz
21449    0.013249        us-pa-pittsburgh-hazelwood_cf9206fcea4e5756.npz
9717     0.013248        us-ma-boston_7b98e1e2efcc5796.npz
21295    0.013248        us-pa-pittsburgh-hazelwood_caf5c6ed82335995.npz
19300    0.013247        us-pa-pittsburgh-hazelwood_91ed1ecd82805e44.npz
5079     0.013247        sg-one-north_aed21d7832215e06.npz
20388    0.013245        us-pa-pittsburgh-hazelwood_b045c073d8295038.npz
19550    0.013245        us-pa-pittsburgh-hazelwood_985e14c014a154b6.npz
15640    0.013245        us-pa-pittsburgh-hazelwood_2acc421548485a06.npz
7666     0.013244        us-ma-boston_0b83511c90585d15.npz
19229    0.013242        us-pa-pittsburgh-hazelwood_90097c2c30e7532a.npz
22834    0.013238        us-pa-pittsburgh-hazelwood_f717f9a03eca535e.npz
22066    0.013237        us-pa-pittsburgh-hazelwood_e153115df3225214.npz
15890    0.013237        us-pa-pittsburgh-hazelwood_3299657a5d3f5868.npz
9002     0.013237        us-ma-boston_54c562a650395978.npz
12170    0.013233        us-ma-boston_fc96688a9be853b4.npz
6511     0.013232        sg-one-north_df52d2926f5d50c3.npz
20639    0.013229        us-pa-pittsburgh-hazelwood_b7206c69443f505a.npz
19288    0.013228        us-pa-pittsburgh-hazelwood_9185865869505a72.npz
22310    0.013228        us-pa-pittsburgh-hazelwood_e874988bdeab5a1e.npz
21943    0.013227        us-pa-pittsburgh-hazelwood_dd64b9c5b47e5af1.npz
18932    0.013224        us-pa-pittsburgh-hazelwood_87cc0d994782583d.npz
9955     0.013223        us-ma-boston_878e5e7219f25c93.npz
19726    0.013222        us-pa-pittsburgh-hazelwood_9d3d0b166d7d5d8e.npz
16129    0.013221        us-pa-pittsburgh-hazelwood_3893ade37a95540b.npz
17837    0.013221        us-pa-pittsburgh-hazelwood_676a2686da7e5810.npz
14069    0.013220        us-nv-las-vegas-strip_f69155b108ed5bd8.npz
18641    0.013219        us-pa-pittsburgh-hazelwood_7fb2eb6c0b8d5534.npz
15959    0.013217        us-pa-pittsburgh-hazelwood_34499a0d07ac599a.npz
14848    0.013216        us-pa-pittsburgh-hazelwood_146f664f6f115118.npz
16864    0.013216        us-pa-pittsburgh-hazelwood_4cb4020c0af95455.npz
14834    0.013215        us-pa-pittsburgh-hazelwood_1401d14e76325949.npz
4006     0.013211        sg-one-north_8971acd5babb51a5.npz
293      0.013210        sg-one-north_0b4d7d31e8a25736.npz
13925    0.013209        us-nv-las-vegas-strip_e57ac18c0a915b2d.npz
6611     0.013206        sg-one-north_e2b6dc28da1352f7.npz
11178    0.013205        us-ma-boston_c6ee95b790855463.npz
3201     0.013203        sg-one-north_6c52c6596eee5b25.npz
8784     0.013203        us-ma-boston_49331a118885598a.npz
11881    0.013203        us-ma-boston_ed0ac5059a6e5934.npz
21624    0.013200        us-pa-pittsburgh-hazelwood_d4f04a453b165da1.npz
1067     0.013198        sg-one-north_23ec2c4c9a8c5857.npz
14450    0.013196        us-pa-pittsburgh-hazelwood_089d8fc4ff675899.npz
7533     0.013194        us-ma-boston_03ecf63a29bc5017.npz
16730    0.013194        us-pa-pittsburgh-hazelwood_49478876ee395b30.npz
16557    0.013193        us-pa-pittsburgh-hazelwood_45180c2c21035643.npz
20667    0.013193        us-pa-pittsburgh-hazelwood_b7fa4f3331a95b77.npz
11427    0.013191        us-ma-boston_d549458950665449.npz
977      0.013189        sg-one-north_20e28aa526775cac.npz
21345    0.013189        us-pa-pittsburgh-hazelwood_cc5ef6a3c6425dd4.npz
11733    0.013188        us-ma-boston_e5a82c971e7955a0.npz
7894     0.013188        us-ma-boston_18bb4842a03056aa.npz
18977    0.013187        us-pa-pittsburgh-hazelwood_88d345996e7f5bb1.npz
11154    0.013184        us-ma-boston_c5a3b8fe2c335cf3.npz
19523    0.013183        us-pa-pittsburgh-hazelwood_977366c6d9f65bd4.npz
16586    0.013182        us-pa-pittsburgh-hazelwood_45adcbe9fcd05f22.npz
3575     0.013181        sg-one-north_7aeb117248b45986.npz
23152    0.013181        us-pa-pittsburgh-hazelwood_ffc48a7da13957ac.npz
3875     0.013181        sg-one-north_850d31109af759fa.npz
19488    0.013173        us-pa-pittsburgh-hazelwood_966652148a5c540c.npz
8471     0.013173        us-ma-boston_364d4af404e9582a.npz
5529     0.013172        sg-one-north_be53069278be5d7e.npz
3683     0.013168        sg-one-north_7dfff5fca8525fa2.npz
12083    0.013168        us-ma-boston_f7698bc6129f5a39.npz
12963    0.013167        us-nv-las-vegas-strip_63f64eef9b955325.npz
21552    0.013166        us-pa-pittsburgh-hazelwood_d300b6778cc2520c.npz
16862    0.013166        us-pa-pittsburgh-hazelwood_4ca3a160d3f65e71.npz
20729    0.013164        us-pa-pittsburgh-hazelwood_b9b7ea5cc4cf5130.npz
15093    0.013163        us-pa-pittsburgh-hazelwood_1b860a3d28335b79.npz
16338    0.013162        us-pa-pittsburgh-hazelwood_3f0eb6f486dc5daa.npz
11834    0.013159        us-ma-boston_eaae9cf5a5865a7c.npz
3418     0.013157        sg-one-north_74ca79e36944574f.npz
16121    0.013156        us-pa-pittsburgh-hazelwood_387ba6a7492f59ba.npz
10297    0.013156        us-ma-boston_99dcae377c405e3c.npz
1414     0.013153        sg-one-north_2f1e62ad106a5af4.npz
5579     0.013153        sg-one-north_bfd87e0325335a60.npz
20022    0.013153        us-pa-pittsburgh-hazelwood_a55e597e273b5aeb.npz
8680     0.013153        us-ma-boston_42ad319254d75d51.npz
16508    0.013150        us-pa-pittsburgh-hazelwood_437d1d314e16525a.npz
20191    0.013147        us-pa-pittsburgh-hazelwood_aacd011f267c55e1.npz
2776     0.013147        sg-one-north_5d5910e2eb485b6d.npz
16391    0.013146        us-pa-pittsburgh-hazelwood_4047ab7be0595667.npz
17512    0.013145        us-pa-pittsburgh-hazelwood_5ea5db3b80df5177.npz
19770    0.013145        us-pa-pittsburgh-hazelwood_9e59445e4d925cbc.npz
7872     0.013143        us-ma-boston_17483edd31da59e3.npz
18689    0.013143        us-pa-pittsburgh-hazelwood_810b8cce0a015c69.npz
10267    0.013142        us-ma-boston_985a25db171f5bac.npz
10104    0.013141        us-ma-boston_8f94320c680757bb.npz
19274    0.013136        us-pa-pittsburgh-hazelwood_9133046411295011.npz
5679     0.013135        sg-one-north_c2518e3caf095724.npz
20610    0.013131        us-pa-pittsburgh-hazelwood_b66b35c46b5158d5.npz
18199    0.013131        us-pa-pittsburgh-hazelwood_7287c9cea4c25d23.npz
10115    0.013130        us-ma-boston_903f88ae4b875b4e.npz
16780    0.013128        us-pa-pittsburgh-hazelwood_4a764815402459ad.npz
12100    0.013123        us-ma-boston_f82f50e1e98056c6.npz
22795    0.013122        us-pa-pittsburgh-hazelwood_f657599a5c5b59d0.npz
22129    0.013122        us-pa-pittsburgh-hazelwood_e339ca4a814d5d8f.npz
8566     0.013121        us-ma-boston_3ba6af4ac8495486.npz
19097    0.013117        us-pa-pittsburgh-hazelwood_8bedd82d6d4d582e.npz
20224    0.013115        us-pa-pittsburgh-hazelwood_abb469607d6958dc.npz
14152    0.013114        us-pa-pittsburgh-hazelwood_008848f8bfe25914.npz
18037    0.013113        us-pa-pittsburgh-hazelwood_6cf352e287145444.npz
2961     0.013110        sg-one-north_63c8a74dc8635d5d.npz
17040    0.013109        us-pa-pittsburgh-hazelwood_519f0c3de57f5a25.npz
9367     0.013106        us-ma-boston_695aad378da9507b.npz
3674     0.013106        sg-one-north_7dc6c6aabdfb52d9.npz
17810    0.013105        us-pa-pittsburgh-hazelwood_66bb4a7dc1d059b6.npz
11247    0.013104        us-ma-boston_ca49b7e607c1537d.npz
21347    0.013103        us-pa-pittsburgh-hazelwood_cc8367ddfd7f563f.npz
8208     0.013102        us-ma-boston_2906873a0b4257d2.npz
15332    0.013102        us-pa-pittsburgh-hazelwood_224adbeb15a35cf8.npz
8317     0.013100        us-ma-boston_2e65850b111f51ed.npz
615      0.013099        sg-one-north_156d89ca35a95378.npz
18548    0.013098        us-pa-pittsburgh-hazelwood_7d1ba522de87526b.npz
6899     0.013096        sg-one-north_ecab750e583c51c4.npz
21458    0.013096        us-pa-pittsburgh-hazelwood_cfbaf6515e4f5ca3.npz
7334     0.013094        sg-one-north_fa6a9b9daf9252a7.npz
8142     0.013091        us-ma-boston_250193eaeb24553a.npz
8288     0.013091        us-ma-boston_2d28f42869525300.npz
13700    0.013087        us-nv-las-vegas-strip_c5bab1ce8fa858ae.npz
20541    0.013081        us-pa-pittsburgh-hazelwood_b44524d6ee495b3b.npz
8847     0.013080        us-ma-boston_4cedfbe58dad56c1.npz
4157     0.013080        sg-one-north_8ee6bfb786ea56ec.npz
15213    0.013079        us-pa-pittsburgh-hazelwood_1ee7ea98d5745f34.npz
20372    0.013078        us-pa-pittsburgh-hazelwood_afd9f2d668dd5cd5.npz
7264     0.013077        sg-one-north_f845509a9fbd54ca.npz
3616     0.013073        sg-one-north_7c1b38d01b425d8b.npz
10370    0.013072        us-ma-boston_9e2d0703f0135141.npz
16447    0.013072        us-pa-pittsburgh-hazelwood_41b568088bdb5a42.npz
13992    0.013071        us-nv-las-vegas-strip_ee434b7d120b5030.npz
20072    0.013064        us-pa-pittsburgh-hazelwood_a702c79846bf58c2.npz
22699    0.013060        us-pa-pittsburgh-hazelwood_f382ec129984544e.npz
14408    0.013057        us-pa-pittsburgh-hazelwood_0751622faec75c6d.npz
14237    0.013057        us-pa-pittsburgh-hazelwood_02f66d3464b35e6e.npz
4753     0.013050        sg-one-north_a2851595e13256c6.npz
14897    0.013049        us-pa-pittsburgh-hazelwood_15bd0253a65c5e26.npz
18101    0.013042        us-pa-pittsburgh-hazelwood_6e8c0ccd42795aef.npz
10569    0.013041        us-ma-boston_a89ee24e9805548e.npz
10580    0.013040        us-ma-boston_a91e227ba1e95b28.npz
17775    0.013040        us-pa-pittsburgh-hazelwood_65d9f3faa8ea5fc1.npz
49       0.013039        sg-one-north_01f7e7d7f1ac5bb8.npz
23124    0.013034        us-pa-pittsburgh-hazelwood_fef826ec2ce25947.npz
5565     0.013033        sg-one-north_bf86c6400b635f5f.npz
11030    0.013032        us-ma-boston_c02c6f1644fc57a7.npz
12417    0.013031        us-nv-las-vegas-strip_16b365d281c858b3.npz
6328     0.013030        sg-one-north_d90409235f17510f.npz
15607    0.013028        us-pa-pittsburgh-hazelwood_29c3872b56d75683.npz
8325     0.013022        us-ma-boston_2eb5d557bed15a0c.npz
7670     0.013020        us-ma-boston_0b9c1d646e405edd.npz
2349     0.013020        sg-one-north_4efd93c29dfc5325.npz
7866     0.013018        us-ma-boston_171c5a9c75295ffe.npz
5282     0.013018        sg-one-north_b5dcb51b776a552b.npz
22294    0.013018        us-pa-pittsburgh-hazelwood_e7cb229b88d2564e.npz
7963     0.013017        us-ma-boston_1c47c1ebd2175c7e.npz
2712     0.013014        sg-one-north_5afc2b79d1ce50c7.npz
10725    0.013013        us-ma-boston_b0a07060497d53b7.npz
22107    0.013013        us-pa-pittsburgh-hazelwood_e2a6bcf26e1355de.npz
14981    0.013012        us-pa-pittsburgh-hazelwood_183423a72c945382.npz
5200     0.013011        sg-one-north_b34fea861aa95504.npz
20238    0.013011        us-pa-pittsburgh-hazelwood_ac03d5e2cc6e5f26.npz
20229    0.013010        us-pa-pittsburgh-hazelwood_abe1249612c75992.npz
20454    0.013010        us-pa-pittsburgh-hazelwood_b1d55f568c7850b2.npz
2316     0.013007        sg-one-north_4d9e67d67dc55d6a.npz
8923     0.013005        us-ma-boston_50495f9d7b0059f5.npz
21126    0.013002        us-pa-pittsburgh-hazelwood_c57090a9859b5506.npz
18545    0.013001        us-pa-pittsburgh-hazelwood_7cfe399a19f15650.npz
20418    0.013001        us-pa-pittsburgh-hazelwood_b101b3cee0f155bd.npz
15961    0.013000        us-pa-pittsburgh-hazelwood_3458b1dd8a3c573a.npz
14085    0.012999        us-nv-las-vegas-strip_f8ecb581c1b65434.npz
904      0.012997        sg-one-north_1ee1abfab2535d6b.npz
21413    0.012996        us-pa-pittsburgh-hazelwood_ce545c9000885958.npz
20349    0.012995        us-pa-pittsburgh-hazelwood_af41843b6be053ef.npz
17077    0.012990        us-pa-pittsburgh-hazelwood_526bbd62139a5569.npz
15239    0.012988        us-pa-pittsburgh-hazelwood_1f9ad014b38b5c67.npz
7166     0.012988        sg-one-north_f512cda6e7d15b23.npz
19850    0.012987        us-pa-pittsburgh-hazelwood_a1083cee915e5688.npz
14311    0.012985        us-pa-pittsburgh-hazelwood_04b16f1b96e65c3a.npz
22266    0.012982        us-pa-pittsburgh-hazelwood_e6ff9adb485a5317.npz
22004    0.012976        us-pa-pittsburgh-hazelwood_dfb1b0bbf6c75583.npz
8971     0.012974        us-ma-boston_53148e2af18e5047.npz
14613    0.012974        us-pa-pittsburgh-hazelwood_0d770cff9fa35f16.npz
5461     0.012974        sg-one-north_bb9e1bcafdf454dd.npz
8045     0.012970        us-ma-boston_20776f846d345cbf.npz
21783    0.012970        us-pa-pittsburgh-hazelwood_d934325965885036.npz
6927     0.012969        sg-one-north_ed6b550d12e35eb1.npz
8614     0.012969        us-ma-boston_3f39c0972ba0574d.npz
16081    0.012966        us-pa-pittsburgh-hazelwood_37701678221c5e73.npz
21941    0.012965        us-pa-pittsburgh-hazelwood_dd4fe04c275a5fd0.npz
9379     0.012964        us-ma-boston_69ae71d31a88589f.npz
9878     0.012963        us-ma-boston_83e67bdff1d1581e.npz
7665     0.012961        us-ma-boston_0b6ef84dc842527a.npz
10777    0.012959        us-ma-boston_b37bf2f24cbc55bc.npz
9782     0.012959        us-ma-boston_7eb660bfc61a5c80.npz
20598    0.012957        us-pa-pittsburgh-hazelwood_b5f1f1a465ec5704.npz
1823     0.012956        sg-one-north_3c66a40705715802.npz
17831    0.012954        us-pa-pittsburgh-hazelwood_674c24b602e3596b.npz
20753    0.012952        us-pa-pittsburgh-hazelwood_ba916776d47e5b89.npz
7113     0.012951        sg-one-north_f375a6182694569e.npz
12086    0.012947        us-ma-boston_f781cae9806e5e30.npz
1544     0.012947        sg-one-north_33bdef9e1b155e7b.npz
10956    0.012945        us-ma-boston_bced800f0adc5b3f.npz
11289    0.012945        us-ma-boston_cd72575212d35c72.npz
19933    0.012945        us-pa-pittsburgh-hazelwood_a33a698fcc255ba3.npz
22031    0.012944        us-pa-pittsburgh-hazelwood_e07251ff3fd65c96.npz
9767     0.012944        us-ma-boston_7dc8d4c2a2965971.npz
22600    0.012942        us-pa-pittsburgh-hazelwood_f0ed2fb9461a55e8.npz
14526    0.012941        us-pa-pittsburgh-hazelwood_0ab074a169cb563f.npz
14413    0.012941        us-pa-pittsburgh-hazelwood_077cbe18ed6458bc.npz
15219    0.012933        us-pa-pittsburgh-hazelwood_1effb50d19345756.npz
8738     0.012933        us-ma-boston_468372e501d3553a.npz
8306     0.012932        us-ma-boston_2df1ed78da375bfe.npz
16637    0.012931        us-pa-pittsburgh-hazelwood_471fa2b4559855d1.npz
11726    0.012929        us-ma-boston_e546317b42f25e70.npz
14943    0.012929        us-pa-pittsburgh-hazelwood_1711da03890c59ef.npz
19858    0.012926        us-pa-pittsburgh-hazelwood_a123d52e149d5336.npz
19443    0.012924        us-pa-pittsburgh-hazelwood_95650ddb7e205102.npz
6290     0.012924        sg-one-north_d76a2a87c3d756f3.npz
19968    0.012924        us-pa-pittsburgh-hazelwood_a3fe379844aa5508.npz
4485     0.012924        sg-one-north_99b1013da4ac5319.npz
12188    0.012923        us-ma-boston_fd5bb2082a3a55b1.npz
14131    0.012922        us-pa-pittsburgh-hazelwood_000d7b09756458ad.npz
17880    0.012922        us-pa-pittsburgh-hazelwood_68ab4c6ae6465cff.npz
10893    0.012919        us-ma-boston_b982f68e72d25d36.npz
19133    0.012917        us-pa-pittsburgh-hazelwood_8cb4f6d1fa0450b8.npz
4989     0.012915        sg-one-north_abd35f7a02e551af.npz
383      0.012914        sg-one-north_0df074965b915ad0.npz
7716     0.012913        us-ma-boston_0e564087f71f525d.npz
8153     0.012912        us-ma-boston_256ad1dc7fdf545d.npz
3001     0.012910        sg-one-north_65034410c14d5920.npz
18991    0.012909        us-pa-pittsburgh-hazelwood_895463afe9495a29.npz
17298    0.012909        us-pa-pittsburgh-hazelwood_58b7394cbfd851a1.npz
9479     0.012907        us-ma-boston_6f0fdc608f1555d0.npz
22356    0.012907        us-pa-pittsburgh-hazelwood_e9a9ed3999a5571e.npz
22759    0.012906        us-pa-pittsburgh-hazelwood_f529294d20255cd3.npz
9104     0.012906        us-ma-boston_5aa834688912527f.npz
22773    0.012904        us-pa-pittsburgh-hazelwood_f5aca2eb4e6d5787.npz
15869    0.012902        us-pa-pittsburgh-hazelwood_31e7fc06bb875abc.npz
19150    0.012900        us-pa-pittsburgh-hazelwood_8d8f530471aa5a1a.npz
21433    0.012899        us-pa-pittsburgh-hazelwood_cf21c68e4042550a.npz
21068    0.012898        us-pa-pittsburgh-hazelwood_c37fbb362fef5031.npz
18159    0.012897        us-pa-pittsburgh-hazelwood_711a74e97d2c5bb5.npz
14647    0.012889        us-pa-pittsburgh-hazelwood_0ea2b2d6b63e55ff.npz
15063    0.012884        us-pa-pittsburgh-hazelwood_1aaa044423465203.npz
5183     0.012884        sg-one-north_b2d1c320afc85eb2.npz
3293     0.012880        sg-one-north_6fe1030d88f0517b.npz
2176     0.012879        sg-one-north_48907673f6e45cdb.npz
10273    0.012874        us-ma-boston_98a006bbace95638.npz
684      0.012873        sg-one-north_17c613fa00005773.npz
22863    0.012872        us-pa-pittsburgh-hazelwood_f7b546ba1aad5200.npz
12802    0.012868        us-nv-las-vegas-strip_495ad71cdde1597d.npz
7455     0.012861        sg-one-north_ff6b571c48d65ac9.npz
9644     0.012860        us-ma-boston_7807e83cd27350f3.npz
5870     0.012859        sg-one-north_c8523b4f1893501b.npz
18643    0.012858        us-pa-pittsburgh-hazelwood_7fb7dfa5ec185de1.npz
18684    0.012858        us-pa-pittsburgh-hazelwood_80fbe8922b205de0.npz
21113    0.012854        us-pa-pittsburgh-hazelwood_c4e2b45de63a5670.npz
5635     0.012852        sg-one-north_c156a1f9803c52f6.npz
8280     0.012851        us-ma-boston_2ca67d58a63a55c2.npz
15366    0.012851        us-pa-pittsburgh-hazelwood_232533861d3957cc.npz
6636     0.012846        sg-one-north_e385dd4e65b6530b.npz
19495    0.012846        us-pa-pittsburgh-hazelwood_96895914dae95343.npz
11044    0.012846        us-ma-boston_c08a0e17929157d6.npz
4524     0.012845        sg-one-north_9b0b6a54dddf5389.npz
19952    0.012843        us-pa-pittsburgh-hazelwood_a397a098e754587e.npz
13156    0.012842        us-nv-las-vegas-strip_7ec2f0aee6b153ed.npz
14117    0.012842        us-nv-las-vegas-strip_fe74e805e56b5783.npz
